iter	Logloss
468	0.06879680147
469	0.0687354928
470	0.06866753649
471	0.06856130039
472	0.06847462589
473	0.06843921694
474	0.06838359707
475	0.06832288821
476	0.06828300568
477	0.06821979844
478	0.06819235077
479	0.06815721065
480	0.0681006536
481	0.06806173197
482	0.06802402068
483	0.06797753005
484	0.06795290274
485	0.06790068142
486	0.0678177389
487	0.06779416545
488	0.06771285166
489	0.06766081637
490	0.06754658482
491	0.0674595108
492	0.06740717464
493	0.06733938073
494	0.06728351
495	0.06723628766
496	0.06720275383
497	0.06716910559
498	0.06709777102
499	0.0670263266
500	0.06698681136
501	0.06696020322
502	0.06692355341
503	0.06682835874
504	0.06680154945
505	0.06670862949
506	0.06662523332
507	0.06657623478
508	0.06650308892
509	0.06644214536
510	0.06641297256
511	0.06636398391
512	0.06630486278
513	0.06624520438
514	0.06618598963
515	0.06615382081
516	0.06610396893
517	0.06605445106
518	0.0660215697
519	0.06594071285
520	0.06589284159
521	0.0658409697
522	0.0657820544
523	0.06574079894
524	0.06566890659
525	0.06563108957
526	0.06560194758
527	0.06557579918
528	0.06554474938
529	0.06552399645
530	0.06547713518
531	0.06540781448
532	0.0653596704
533	0.06534190552
534	0.06527957849
535	0.06522938475
536	0.06516173469
537	0.06510797236
538	0.06508874458
539	0.06503656636
540	0.06500718335
541	0.0649728242
542	0.06496210451
543	0.06492056326
544	0.06489745716
545	0.06488323281
546	0.06484424145
547	0.06480779031
548	0.06473794955
549	0.06469381783
550	0.06465421952
551	0.06463845921
552	0.06462347856
553	0.06458077471
554	0.06454852578
555	0.06449890463
556	0.06446859431
557	0.06445884556
558	0.06442295395
559	0.06438575827
560	0.06434393334
561	0.06428733837
562	0.06423457382
563	0.06417496711
564	0.06413913463
565	0.06409268033
566	0.06405618774
567	0.06402045518
568	0.06396149462
569	0.06393846417
570	0.06389905461
571	0.06380975247
572	0.06379396762
573	0.06369092743
574	0.06366267182
575	0.06361840172
576	0.06360387504
577	0.06357695302
578	0.06352040819
579	0.0634620384
580	0.06341827904
581	0.06337110931
582	0.06332368848
583	0.0632673331
584	0.06319427343
585	0.06315259428
586	0.06309634379
587	0.06308157428
588	0.06303147641
589	0.06299402402
590	0.06290983057
591	0.06289065074
592	0.06283802168
593	0.06277112948
594	0.06273466082
595	0.06270880122
596	0.06265726349
597	0.06262820558
598	0.06261603612
599	0.06256538701
600	0.06253778774
601	0.06250113806
602	0.06246849214
603	0.06243442611
604	0.06238032462
605	0.06235836925
606	0.06233104805
607	0.06230866759
608	0.06228275067
609	0.06224782163
610	0.06221116429
611	0.06218084989
612	0.06212057344
613	0.06209758954
614	0.06202488839
615	0.0619225324
616	0.06188312731
617	0.06183200728
618	0.06177746682
619	0.06173813833
620	0.06166518101
621	0.06160917049
622	0.06157566675
623	0.06154384517
624	0.06149676932
625	0.06146976963
626	0.06144843281
627	0.06140059184
628	0.06137770093
629	0.06134586743
630	0.06130772898
631	0.06121339718
632	0.06118514016
633	0.06113979802
634	0.06108122181
635	0.06102627759
636	0.06100342744
637	0.06095197764
638	0.06091645178
639	0.06085583428
640	0.06082064261
641	0.06080124626
642	0.06073991245
643	0.06068944196
644	0.06064597954
645	0.06055060826
646	0.0604872264
647	0.06044407408
648	0.06043143136
649	0.06040388554
650	0.06037545572
651	0.06035861443
652	0.06033655591
653	0.06030767743
654	0.06025587897
655	0.06022337245
656	0.06017536257
657	0.06016092709
658	0.06012691565
659	0.06010890001
660	0.06009593399
661	0.06007237739
662	0.06002963538
663	0.05999729253
664	0.05994446424
665	0.05988597365
666	0.05986546309
667	0.05981781336
668	0.0597719364
669	0.05971152275
670	0.05970371327
671	0.05968638214
672	0.0596084484
673	0.05957734168
674	0.0595336899
675	0.05949130592
676	0.0594688597
677	0.05945120126
678	0.05940849218
679	0.05936815234
680	0.05926720778
681	0.05925043974
682	0.05920437955
683	0.05918667282
684	0.05915899695
685	0.05907328435
686	0.05902546108
687	0.05899291203
688	0.05895862621
689	0.05892809099
690	0.0589080525
691	0.05884892716
692	0.05881575198
693	0.05876804632
694	0.05871103688
695	0.05866311548
696	0.05860599176
697	0.05856037462
698	0.05849274769
699	0.05844841972
700	0.05840421826
701	0.05836424713
702	0.05834256119
703	0.05830786742
704	0.0582421569
705	0.0582051865
706	0.05816888678
707	0.05815045715
708	0.05811212746
709	0.05808109993
710	0.05803090854
711	0.05799188449
712	0.05796622034
713	0.05795193931
714	0.0578838942
715	0.05785696413
716	0.05785199683
717	0.05781603774
718	0.05774502326
719	0.05771447019
720	0.05769120291
721	0.05763985287
722	0.05762614748
723	0.05760456119
724	0.05757590887
725	0.05753708247
726	0.05748608053
727	0.05745402346
728	0.05741329258
729	0.05739510273
730	0.0573700337
731	0.05735779317
732	0.05734003342
733	0.05732729837
734	0.05728156553
735	0.05723816309
736	0.05722524691
737	0.05721292085
738	0.05719216764
739	0.05718519649
740	0.05716983551
741	0.05712405071
742	0.05711237128
743	0.05709740928
744	0.05705014871
745	0.05702565083
746	0.05699541903
747	0.05694887866
748	0.05691779148
749	0.05691319211
750	0.05686405212
751	0.05685207277
752	0.05681295082
753	0.05677683071
754	0.05676407837
755	0.05675090992
756	0.05672947983
757	0.05668668166
758	0.05666412226
759	0.05662414155
760	0.05657205882
761	0.05655362291
762	0.05653395911
763	0.0565036961
764	0.05645907493
765	0.05642902337
766	0.05636884098
767	0.05635032982
768	0.05632433737
769	0.05630154235
770	0.05626589105
771	0.05625279315
772	0.05620506083
773	0.05616676337
774	0.05613334089
775	0.05612848087
776	0.05610839238
777	0.05605528193
778	0.05601987452
779	0.05598270864
780	0.05596285382
781	0.05593699547
782	0.05590976941
783	0.05586175035
784	0.05584514802
785	0.05582516148
786	0.05581272134
787	0.05578014391
788	0.055765493
789	0.0557257456
790	0.05566527353
791	0.05560770243
792	0.05556791926
793	0.05554261112
794	0.05551613801
795	0.05549084104
796	0.05547881299
797	0.05547278049
798	0.05545658392
799	0.05543365365
800	0.05539108275
801	0.05537698861
802	0.05536321383
803	0.05533920738
804	0.05532985617
805	0.0553114728
806	0.05528278419
807	0.05522936905
808	0.05519361238
809	0.0551644659
810	0.05513023823
811	0.05511177998
812	0.05507178282
813	0.0550356546
814	0.05496611233
815	0.05493408268
816	0.05490742873
817	0.05488009702
818	0.05485709019
819	0.05483464856
820	0.05478056838
821	0.05476617773
822	0.05474602513
823	0.05472644854
824	0.05469928635
825	0.05464707107
826	0.05463582436
827	0.05457177682
828	0.05455088896
829	0.0545146607
830	0.05450268961
831	0.05444645057
832	0.05443592251
833	0.05442664122
834	0.05438159114
835	0.05436542013
836	0.05435780739
837	0.0543320139
838	0.05429186053
839	0.0542638775
840	0.0542502253
841	0.05423915339
842	0.05420284827
843	0.05416696521
844	0.05415562418
845	0.05411868053
846	0.05410592338
847	0.05408653971
848	0.05405100236
849	0.05401916942
850	0.05399058956
851	0.05398320142
852	0.0539549784
853	0.05390537959
854	0.0538780856
855	0.05384645476
856	0.05383973071
857	0.05381089345
858	0.05378280004
859	0.05375050457
860	0.05371735709
861	0.05370748139
862	0.05368938106
863	0.05367433658
864	0.05363194959
865	0.05360021672
866	0.05357526217
867	0.05356280061
868	0.05354990251
869	0.05351527361
870	0.05346666826
871	0.05342310433
872	0.05335711956
873	0.05333808014
874	0.05331013757
875	0.05330179794
876	0.05329496097
877	0.05325190767
878	0.05322931786
879	0.05319431606
880	0.0531852139
881	0.05314041414
882	0.05305647133
883	0.05302221536
884	0.05299686024
885	0.05296672773
886	0.05294262656
887	0.05290376531
888	0.0528630909
889	0.05285518742
890	0.0528376859
891	0.05278444918
892	0.05275840752
893	0.05274347076
894	0.05271686144
895	0.05269694493
896	0.0526423568
897	0.05263174722
898	0.05260421654
899	0.05253336896
900	0.05250422204
901	0.05249254678
902	0.05247950294
903	0.05244372298
904	0.05242673371
905	0.05241135195
906	0.05237749981
907	0.05236307991
908	0.05234932079
909	0.0523081389
910	0.05227866812
911	0.05222647832
912	0.05219731335
913	0.05218572844
914	0.05216923405
915	0.05216148133
916	0.05214760106
917	0.05214106239
918	0.05209650524
919	0.05206728979
920	0.05203870524
921	0.05202979251
922	0.05200029749
923	0.05198257252
924	0.05196038574
925	0.05191422709
926	0.05188365069
927	0.05185217665
928	0.05183859647
929	0.05180272558
930	0.05178404383
931	0.05175234507
932	0.05173599027
933	0.05171894516
934	0.05168018256
935	0.05167288704
936	0.0516500107
937	0.05162640767
938	0.05157626354
939	0.0515596015
940	0.05152917661
941	0.05150962868
942	0.05147033311
943	0.05145547266
944	0.05141198716
945	0.05140361462
946	0.05135521134
947	0.0513215689
948	0.05130813169
949	0.05128888721
950	0.05126841422
951	0.05124896545
952	0.05121261775
953	0.05119193621
954	0.05116559383
955	0.05114160149
956	0.05113227953
957	0.05111500807
958	0.05110656868
959	0.05107915442
960	0.05106665753
961	0.05104945172
962	0.05102373149
963	0.05101158472
964	0.05098568659
965	0.05097565735
966	0.05089363822
967	0.05085401983
968	0.05084706645
969	0.05080297783
970	0.05075046382
971	0.05072924816
972	0.05068903557
973	0.05066188069
974	0.05063379511
975	0.05061767097
976	0.05058997037
977	0.05057364535
978	0.05055284293
979	0.05051975098
980	0.05048220649
981	0.05043140236
982	0.05041534817
983	0.05037350101
984	0.05036447322
985	0.05033572821
986	0.05032926275
987	0.0502828913
988	0.05026521768
989	0.05024641073
990	0.05021964819
991	0.05019485433
992	0.05017651456
993	0.0501403584
994	0.05011807583
995	0.05008938667
996	0.05004407843
997	0.05000880818
998	0.04994277329
999	0.04989581145
