iter	Logloss
0	0.633106697
1	0.5826172938
2	0.5481313651
3	0.5134581018
4	0.4820146124
5	0.4525057645
6	0.4326996529
7	0.410571096
8	0.3872368472
9	0.3746085103
10	0.3563478747
11	0.3415570278
12	0.3289009805
13	0.3161247327
14	0.3058439461
15	0.2928398332
16	0.2809353074
17	0.2749708904
18	0.2687843157
19	0.2592266498
20	0.2497324818
21	0.2431681029
22	0.2369141252
23	0.2298974149
24	0.2238438075
25	0.2165962079
26	0.2106712138
27	0.2063695248
28	0.2021061149
29	0.1958021995
30	0.1920208941
31	0.1870891265
32	0.1830348217
33	0.1802302404
34	0.1770747001
35	0.1746240437
36	0.1712566112
37	0.1675579536
38	0.1648928764
39	0.1625483542
40	0.1593702655
41	0.1576909006
42	0.1556461158
43	0.1543431873
44	0.153181373
45	0.1510383997
46	0.1494863103
47	0.1468415921
48	0.1449013722
49	0.143692938
50	0.1421308135
51	0.1400105843
52	0.1385035175
53	0.1371161874
54	0.1356313674
55	0.1343328534
56	0.133293718
57	0.132146467
58	0.131397832
59	0.1306883676
60	0.1294690905
61	0.1282498155
62	0.1273470525
63	0.1268918938
64	0.1258678623
65	0.1248491824
66	0.1243476869
67	0.1237496733
68	0.1232344048
69	0.1227692505
70	0.1223411949
71	0.1219629327
72	0.1213560182
73	0.1207771964
74	0.1204629329
75	0.1199729029
76	0.1188763645
77	0.1179945533
78	0.1171953919
79	0.1165808218
80	0.1159083441
81	0.1154194661
82	0.115157134
83	0.1147928908
84	0.1145409543
85	0.1142305673
86	0.1134840788
87	0.1127841079
88	0.1121536945
89	0.1118790484
90	0.1116424406
91	0.1114519013
92	0.1109919955
93	0.1103782481
94	0.1101658117
95	0.1099453348
96	0.1097384645
97	0.1093250887
98	0.1090996568
99	0.1088598697
100	0.1084153271
101	0.1081780808
102	0.1079571589
103	0.1077386026
104	0.1074905558
105	0.1071636063
106	0.1068818734
107	0.1066438713
108	0.1061649891
109	0.1059557889
110	0.1056643731
111	0.1052898852
112	0.1048983288
113	0.1045303031
114	0.1043141127
115	0.1039943583
116	0.1038054209
117	0.1036795973
118	0.1032721453
119	0.1030919089
120	0.1027696692
121	0.1025430737
122	0.1023897748
123	0.1022362577
124	0.1020634681
125	0.1018370077
126	0.1014786719
127	0.1013116608
128	0.1012003589
129	0.1010562834
130	0.100925783
131	0.1007725046
132	0.1006908604
133	0.1005135211
134	0.1004204952
135	0.100314533
136	0.1000969431
137	0.1000049504
138	0.09986933647
139	0.09968050067
140	0.09955263362
141	0.09932136762
142	0.09911388964
143	0.09898560628
144	0.09887673738
145	0.0987384556
146	0.09855991649
147	0.09841952312
148	0.09835378182
149	0.09819775742
150	0.09786192141
151	0.09774929382
152	0.09764944612
153	0.0974940424
154	0.09723100649
155	0.09714207675
156	0.09702775213
157	0.09681224881
158	0.09667262064
159	0.09655042007
160	0.09639781758
161	0.09631498458
162	0.09615526283
163	0.09597301891
164	0.09586915752
165	0.09574858924
166	0.09560453555
167	0.09547910025
168	0.0952643776
169	0.09512138138
170	0.09504631604
171	0.09491791345
172	0.09477359962
173	0.0946077215
174	0.0945384437
175	0.09431856988
176	0.09417901475
177	0.09407655619
178	0.09397651474
179	0.0938374124
180	0.09368916773
181	0.09344469041
182	0.09331630842
183	0.09327262309
184	0.09320979247
185	0.09309312082
186	0.09300094622
187	0.09294857311
188	0.09282909531
189	0.09271222424
190	0.09258163197
191	0.0923656681
192	0.0922378262
193	0.09196582571
194	0.09171456047
195	0.09155120158
196	0.09146599918
197	0.09134691781
198	0.09120787216
199	0.0911181413
200	0.09094585333
201	0.0908384473
202	0.09073966983
203	0.09068155825
204	0.09055534782
205	0.09036212929
206	0.0903267547
207	0.09025374987
208	0.09006177987
209	0.08996958723
210	0.08986626109
211	0.08975709068
212	0.08964819434
213	0.08952949446
214	0.08938803315
215	0.08914738585
216	0.08903778739
217	0.08895446849
218	0.08885698985
219	0.08874141626
220	0.08857777044
221	0.0884717796
222	0.08835694219
223	0.08816818989
224	0.08813384784
225	0.0880685389
226	0.08798418554
227	0.0879220945
228	0.08782336636
229	0.08774744653
230	0.08763148833
231	0.08757046263
232	0.08745676924
233	0.08731482658
234	0.08713731508
235	0.08699091516
236	0.08690538094
237	0.08681311941
238	0.08677424573
239	0.08666033813
240	0.0862720645
241	0.08616012916
242	0.08608138707
243	0.08589288687
244	0.08570809786
245	0.0856113884
246	0.08550517058
247	0.08540115756
248	0.0852348063
249	0.08500495261
250	0.0849405961
251	0.08485897281
252	0.08478509171
253	0.08472593383
254	0.08465444548
255	0.08457046906
256	0.08446530345
257	0.08436575846
258	0.08422241178
259	0.0841690267
260	0.08407907561
261	0.08400286286
262	0.08384743172
263	0.08381565865
264	0.08368059475
265	0.0835850275
266	0.08348833649
267	0.08341428168
268	0.08321697116
269	0.08312485849
270	0.08297621495
271	0.08290347032
272	0.08285108983
273	0.08275600267
274	0.08264639265
275	0.08260340087
276	0.08251527533
277	0.08236004945
278	0.08224632027
279	0.0821587666
280	0.08208587478
281	0.08196468622
282	0.08190197943
283	0.08177195154
284	0.08170786126
285	0.08163792836
286	0.08152459438
287	0.08141606657
288	0.08134390245
289	0.08130397615
290	0.08123379444
291	0.08112349716
292	0.08105416746
293	0.08100122039
294	0.08092135849
295	0.08083019374
296	0.08072593404
297	0.08064189732
298	0.08055584526
299	0.08048621817
300	0.08038999977
301	0.0802791532
302	0.08014848028
303	0.08007022438
304	0.07999281894
305	0.07988478274
306	0.07980591011
307	0.0797224229
308	0.07961073382
309	0.07950865321
310	0.07941063863
311	0.07931377087
312	0.07919489756
313	0.07910994266
314	0.0790087939
315	0.07891360195
316	0.07879862116
317	0.07875926745
318	0.07869349925
319	0.07860458325
320	0.07849933325
321	0.07842259853
322	0.07832831805
323	0.07824310647
324	0.0782248726
325	0.07816715913
326	0.07811364281
327	0.0780008119
328	0.07790973336
329	0.07783313003
330	0.07775065612
331	0.07767674114
332	0.07756466022
333	0.07748412951
334	0.0774454682
335	0.0773893441
336	0.07732155284
337	0.0772329629
338	0.07715436937
339	0.07703654222
340	0.07687779976
341	0.07679976771
342	0.07672901439
343	0.07667992051
344	0.07660970072
345	0.0765739652
346	0.07651322983
347	0.07643197401
348	0.07635916334
349	0.07626179152
350	0.07617297669
351	0.07609384565
352	0.07600189631
353	0.07591559989
354	0.07583021802
355	0.07577609469
356	0.07572971468
357	0.07567181444
358	0.07559542677
359	0.07555764996
360	0.07552573344
361	0.07547216723
362	0.07539254945
363	0.07534713895
364	0.07527740924
365	0.07518369929
366	0.07511345595
367	0.07507639998
368	0.07501386116
369	0.07490951313
370	0.07482740425
371	0.07478061227
372	0.07469334584
373	0.07467808463
374	0.07458554644
375	0.07450437723
376	0.07446624601
377	0.07439219102
378	0.07427641443
379	0.07420396089
380	0.07417826006
381	0.07410199932
382	0.07405759979
383	0.07401174134
384	0.07392752511
385	0.07385957288
386	0.07379573493
387	0.07371615274
388	0.07364427031
389	0.07353731166
390	0.07346506873
391	0.07339037958
392	0.07329134338
393	0.07324478735
394	0.07320811481
395	0.07316957975
396	0.07311545951
397	0.07307299155
398	0.07300113656
399	0.07295035664
400	0.07289494615
401	0.07286666025
402	0.0728238786
403	0.07275898766
404	0.07268309178
405	0.07264087609
406	0.07256793217
407	0.07251647775
408	0.07244523517
409	0.07238561227
410	0.07233858786
411	0.07231073637
412	0.07222147021
413	0.07213073994
414	0.07207130545
415	0.07200331385
416	0.07192897626
417	0.07184822531
418	0.07178463846
419	0.07172113311
420	0.07166836623
421	0.07160551999
422	0.07155919313
423	0.07150200036
424	0.0713862394
425	0.07129839272
426	0.07123132395
427	0.07119450605
428	0.07110872326
429	0.07100764334
430	0.0709265004
431	0.07082654727
432	0.0707872277
433	0.07070540676
434	0.07068561178
435	0.07061397049
436	0.07051751148
437	0.07046576167
438	0.07040120755
439	0.07031168389
440	0.07025271518
441	0.07022356488
442	0.07018353167
443	0.0701377608
444	0.07004937705
445	0.07000661145
446	0.06992571006
447	0.06983463152
448	0.06980248416
449	0.06972981022
450	0.06969938515
451	0.0696552513
452	0.06957807632
453	0.06953764284
454	0.06946753545
455	0.0694513687
456	0.06941694332
457	0.06935624457
458	0.06928535371
459	0.06922336752
460	0.069186952
461	0.06912383064
462	0.06899998015
463	0.06897007136
464	0.068940924
465	0.06890740042
466	0.06886139098
467	0.06883718823
